id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire
298,2020-04-05,2020-04-06,20:00,2020-04-06,21:30,90,2020,4,Monday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.4,0,6.55
299,2022-10-09,2022-10-09,07:00,2022-10-09,08:30,90,2022,10,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,39.4,2.3,5.28
300,2020-08-28,2020-08-31,12:00,2020-08-31,20:00,480,2020,8,Monday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,29.4,0,6.66
301,2020-04-13,2020-04-16,07:00,2020-04-16,15:00,480,2020,4,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,prévue,maintenance programmée,terminée,Donnée expérimentale,simulation,,0.2,élevé,34.7,1.4,5.6
302,2023-03-02,2023-03-04,20:00,2023-03-04,23:00,180,2023,3,Saturday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,37.3,4.7,4.69
303,2023-01-31,2023-02-01,14:00,2023-02-01,19:00,300,2023,2,Wednesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.0,4.3,5.8
304,2022-01-03,2022-01-04,06:30,2022-01-04,08:30,120,2022,1,Tuesday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.4,0,4.55
305,2020-08-08,2020-08-08,12:00,2020-08-08,20:00,480,2020,8,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,29.3,0,5.3
306,2025-09-18,2025-09-20,16:00,2025-09-20,21:00,300,2025,9,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,33.0,3.8,4.84
307,2023-08-24,2023-08-26,14:00,2023-08-26,22:00,480,2023,8,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,31.4,1.3,5.53
308,2022-08-23,2022-08-23,14:30,2022-08-23,18:30,240,2022,8,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.0,5.6,5.37
309,2025-06-18,2025-06-19,06:30,2025-06-19,08:00,90,2025,6,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.7,4.2,6.3
310,2022-04-05,2022-04-08,16:00,2022-04-08,17:00,60,2022,4,Friday,après-midi,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,prévue,travaux entretien réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,42.3,0,5.68
311,2020-04-10,2020-04-10,06:00,2020-04-10,11:00,300,2020,4,Friday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,31.2,1.7,6.71
312,2026-06-19,2026-06-19,07:00,2026-06-19,13:00,360,2026,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,imprévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,38.5,0,5.08
313,2020-06-19,2020-06-19,10:00,2020-06-19,15:00,300,2020,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.5,0.5,5.28
314,2025-02-08,2025-02-11,18:00,2025-02-11,19:30,90,2025,2,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,prévue,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,0,6.57
315,2023-12-11,2023-12-11,16:00,2023-12-11,17:30,90,2023,12,Monday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,31.9,0,4.84
316,2021-02-01,2021-02-02,16:30,2021-02-03,00:30,480,2021,2,Tuesday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,perturbation,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,31.0,0,6.42
317,2024-07-20,2024-07-21,10:00,2024-07-21,12:00,120,2024,7,Sunday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,34.8,3.1,5.88
318,2024-11-29,2024-12-01,08:30,2024-12-01,11:30,180,2024,12,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,30.9,0.4,6.47
319,2022-04-15,2022-04-17,12:00,2022-04-17,14:00,120,2022,4,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,40.1,0,4.54
320,2026-03-21,2026-03-21,12:00,2026-03-21,17:00,300,2026,3,Saturday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,35.3,0,6.26
321,2025-06-08,2025-06-10,18:00,2025-06-10,22:00,240,2025,6,Tuesday,soir,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,29.7,0,6.75
322,2025-06-22,2025-06-22,06:00,2025-06-22,12:00,360,2025,6,Sunday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,orage ou intempéries,terminée,Donnée expérimentale,simulation,,0.2,élevé,30.5,1.8,5.07
323,2022-07-03,2022-07-03,09:00,2022-07-03,13:00,240,2022,7,Sunday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,35.6,5.8,6.03
324,2023-11-24,2023-11-27,18:30,2023-11-28,00:30,360,2023,11,Monday,soir,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.5,2.9,6.1
325,2020-09-16,2020-09-18,20:30,2020-09-19,02:30,360,2020,9,Friday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.0,0,6.35
326,2024-06-03,2024-06-05,10:00,2024-06-05,13:00,180,2024,6,Wednesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,travaux,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,42.0,2.4,4.99
327,2025-12-12,2025-12-12,20:00,2025-12-12,21:00,60,2025,12,Friday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.3,2.0,6.55
328,2020-05-16,2020-05-18,06:00,2020-05-18,11:00,300,2020,5,Monday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,41.2,6.0,5.78
329,2026-02-01,2026-02-03,18:00,2026-02-04,00:00,360,2026,2,Tuesday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.7,0,6.23
330,2020-02-01,2020-02-02,07:00,2020-02-02,09:00,120,2020,2,Sunday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,37.2,1.4,6.08
331,2024-12-28,2024-12-31,12:00,2024-12-31,13:00,60,2024,12,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,faible,33.0,0,4.56
332,2023-04-08,2023-04-10,09:00,2023-04-10,17:00,480,2023,4,Monday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.5,0,4.58
333,2023-02-02,2023-02-05,14:00,2023-02-05,15:30,90,2023,2,Sunday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,31.5,0,6.8
334,2022-06-17,2022-06-18,10:00,2022-06-18,11:00,60,2022,6,Saturday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,41.4,5.3,5.57
335,2024-03-14,2024-03-14,07:00,2024-03-14,09:00,120,2024,3,Thursday,matin,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,prévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,30.0,0,5.47
336,2021-12-22,2021-12-22,12:00,2021-12-22,18:00,360,2021,12,Wednesday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,39.6,0,5.96
337,2023-02-17,2023-02-17,16:30,2023-02-18,00:30,480,2023,2,Friday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,31.1,1.8,6.31
338,2023-04-22,2023-04-25,20:00,2023-04-25,21:30,90,2023,4,Tuesday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,33.5,3.5,4.55
339,2021-03-06,2021-03-07,20:00,2021-03-08,04:00,480,2021,3,Sunday,soir,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,35.8,0,6.57
340,2025-01-25,2025-01-25,07:00,2025-01-25,11:00,240,2025,1,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,travaux,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.3,0,5.59
341,2020-09-18,2020-09-18,20:00,2020-09-19,02:00,360,2020,9,Friday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.2,0,6.46
342,2025-08-19,2025-08-22,12:00,2025-08-22,16:00,240,2025,8,Friday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,imprévue,surcharge du réseau,terminée,Donnée expérimentale,simulation,,0.2,moyen,31.2,3.1,5.03
343,2026-03-03,2026-03-03,08:00,2026-03-03,09:00,60,2026,3,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,40.7,3.9,6.22
344,2022-10-06,2022-10-07,18:00,2022-10-07,23:00,300,2022,10,Friday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,41.4,2.5,5.01
345,2026-04-13,2026-04-16,07:30,2026-04-16,12:30,300,2026,4,Thursday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.6,0.7,5.05
346,2022-09-21,2022-09-23,14:00,2022-09-23,18:00,240,2022,9,Friday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,moyen,41.2,1.5,5.35
347,2025-10-07,2025-10-10,12:00,2025-10-10,14:00,120,2025,10,Friday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,37.5,0,6.59
348,2020-07-20,2020-07-21,09:00,2020-07-21,14:00,300,2020,7,Tuesday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,34.5,1.3,6.53
349,2024-12-19,2024-12-21,18:30,2024-12-21,20:30,120,2024,12,Saturday,soir,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,33.6,0.9,6.73
350,2020-05-06,2020-05-06,06:00,2020-05-06,09:00,180,2020,5,Wednesday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,moyen,38.6,0,5.68
351,2020-08-19,2020-08-22,14:00,2020-08-22,22:00,480,2020,8,Saturday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,raccordement nouveaux postes,terminée,Signalement utilisateur,terrain,,0.55,élevé,34.4,0.8,6.66
352,2024-12-21,2024-12-21,16:00,2024-12-22,00:00,480,2024,12,Saturday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.9,0,6.7
353,2024-12-30,2024-12-30,18:30,2024-12-30,22:30,240,2024,12,Monday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,42.4,0,5.01
354,2022-10-11,2022-10-11,09:30,2022-10-11,11:30,120,2022,10,Tuesday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,29.5,0,4.63
355,2024-09-17,2024-09-17,07:00,2024-09-17,11:00,240,2024,9,Tuesday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,travaux,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,36.0,5.9,4.92
356,2025-01-05,2025-01-06,10:00,2025-01-06,14:00,240,2025,1,Monday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.3,0,5.99
357,2024-07-12,2024-07-12,14:00,2024-07-12,18:00,240,2024,7,Friday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,imprévue,incident technique,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,34.5,1.1,4.5
358,2025-03-02,2025-03-05,06:00,2025-03-05,14:00,480,2025,3,Wednesday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,40.0,0,5.93
359,2023-12-14,2023-12-17,14:00,2023-12-17,22:00,480,2023,12,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,29.1,0,5.28
360,2021-01-03,2021-01-05,07:00,2021-01-05,11:00,240,2021,1,Tuesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,34.2,4.5,6.18
