id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire,duree_heures,coupure_longue,debut_datetime,heure_num,jour_num,weekend,classe_duree,risque_zone
241,2026-03-15,2026-03-17,18:00,2026-03-17,19:00,60,2026,3,Tuesday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,42.8,0.0,6.0,1.0,False,2026-03-17 18:00:00,18,1,False,courte,28
242,2020-01-29,2020-01-30,20:00,2020-01-31,00:00,240,2020,1,Thursday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.4,2.7,5.79,4.0,True,2020-01-30 20:00:00,20,3,False,moyenne,24
243,2024-12-29,2024-12-30,18:00,2024-12-30,19:30,90,2024,12,Monday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.6,0.0,5.92,1.5,False,2024-12-30 18:00:00,18,0,False,moyenne,26
244,2020-03-31,2020-03-31,14:00,2020-03-31,22:00,480,2020,3,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,30.6,0.0,5.74,8.0,True,2020-03-31 14:00:00,14,1,False,longue,13
245,2022-12-28,2022-12-28,08:00,2022-12-28,09:00,60,2022,12,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,imprévue,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,0.0,5.53,1.0,False,2022-12-28 08:00:00,8,2,False,courte,12
246,2022-05-11,2022-05-13,18:00,2022-05-13,19:30,90,2022,5,Friday,soir,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,2.3,6.72,1.5,False,2022-05-13 18:00:00,18,4,False,moyenne,13
247,2023-01-29,2023-01-30,18:00,2023-01-30,19:00,60,2023,1,Monday,soir,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,34.1,0.0,4.68,1.0,False,2023-01-30 18:00:00,18,0,False,courte,12
248,2023-07-19,2023-07-20,18:30,2023-07-20,20:00,90,2023,7,Thursday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,40.1,0.0,5.01,1.5,False,2023-07-20 18:30:00,18,3,False,moyenne,28
249,2025-07-10,2025-07-11,18:00,2025-07-11,19:30,90,2025,7,Friday,soir,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,30.3,8.9,5.98,1.5,False,2025-07-11 18:00:00,18,4,False,moyenne,25
250,2023-06-06,2023-06-08,08:00,2023-06-08,09:30,90,2023,6,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,36.0,3.8,4.55,1.5,False,2023-06-08 08:00:00,8,3,False,moyenne,16
251,2020-09-05,2020-09-08,06:00,2020-09-08,12:00,360,2020,9,Tuesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,travaux,déficit de production,terminée,Donnée expérimentale,simulation,,0.2,élevé,33.1,0.0,4.62,6.0,True,2020-09-08 06:00:00,6,1,False,longue,11
252,2023-08-09,2023-08-09,20:00,2023-08-09,23:00,180,2023,8,Wednesday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,32.7,0.7,5.89,3.0,False,2023-08-09 20:00:00,20,2,False,moyenne,17
253,2025-05-15,2025-05-17,10:30,2025-05-17,14:30,240,2025,5,Saturday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,raccordement nouveaux postes,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,39.1,4.4,5.46,4.0,True,2025-05-17 10:30:00,10,5,True,moyenne,23
254,2026-03-23,2026-03-25,10:00,2026-03-25,16:00,360,2026,3,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.9,0.0,6.5,6.0,True,2026-03-25 10:00:00,10,2,False,longue,11
255,2025-01-28,2025-01-30,14:00,2025-01-30,20:00,360,2025,1,Thursday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,élevé,33.4,0.0,5.16,6.0,True,2025-01-30 14:00:00,14,3,False,longue,28
256,2024-02-04,2024-02-06,20:00,2024-02-06,22:00,120,2024,2,Tuesday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.2,0.8,4.81,2.0,False,2024-02-06 20:00:00,20,1,False,moyenne,28
257,2022-04-21,2022-04-21,10:00,2022-04-21,11:30,90,2022,4,Thursday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,39.8,1.9,5.99,1.5,False,2022-04-21 10:00:00,10,3,False,moyenne,56
258,2024-04-02,2024-04-02,14:00,2024-04-02,22:00,480,2024,4,Tuesday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.5,0.0,5.21,8.0,True,2024-04-02 14:00:00,14,1,False,longue,28
259,2023-10-11,2023-10-13,12:00,2023-10-13,13:30,90,2023,10,Friday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,32.4,3.0,5.31,1.5,False,2023-10-13 12:00:00,12,4,False,moyenne,28
260,2023-08-11,2023-08-12,10:00,2023-08-12,12:00,120,2023,8,Saturday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,40.0,0.0,6.75,2.0,False,2023-08-12 10:00:00,10,5,True,moyenne,11
261,2025-05-24,2025-05-26,10:30,2025-05-26,16:30,360,2025,5,Monday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.0,0.0,6.24,6.0,True,2025-05-26 10:30:00,10,0,False,longue,24
262,2020-05-02,2020-05-05,10:00,2020-05-05,12:00,120,2020,5,Tuesday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,35.3,0.0,6.45,2.0,False,2020-05-05 10:00:00,10,1,False,moyenne,26
263,2024-12-29,2025-01-01,06:00,2025-01-01,07:30,90,2025,1,Wednesday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,41.2,0.0,4.65,1.5,False,2025-01-01 06:00:00,6,2,False,moyenne,28
264,2020-12-15,2020-12-15,06:00,2020-12-15,07:00,60,2020,12,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,29.2,0.0,6.68,1.0,False,2020-12-15 06:00:00,6,1,False,courte,25
265,2020-04-12,2020-04-12,07:00,2020-04-12,10:00,180,2020,4,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.1,0.0,5.92,3.0,False,2020-04-12 07:00:00,7,6,True,moyenne,56
266,2024-05-08,2024-05-09,16:30,2024-05-09,18:00,90,2024,5,Thursday,après-midi,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,travaux,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.6,1.9,5.47,1.5,False,2024-05-09 16:30:00,16,3,False,moyenne,21
267,2023-09-03,2023-09-05,12:00,2023-09-05,16:00,240,2023,9,Tuesday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.2,0.0,5.46,4.0,True,2023-09-05 12:00:00,12,1,False,moyenne,56
268,2025-08-15,2025-08-17,06:30,2025-08-17,12:30,360,2025,8,Sunday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,travaux,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,33.9,0.0,6.24,6.0,True,2025-08-17 06:30:00,6,6,True,longue,16
269,2025-06-25,2025-06-26,16:00,2025-06-26,17:00,60,2025,6,Thursday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,travaux entretien réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,29.3,2.1,5.56,1.0,False,2025-06-26 16:00:00,16,3,False,courte,28
270,2020-03-21,2020-03-23,14:00,2020-03-23,15:30,90,2020,3,Monday,après-midi,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,35.5,0.0,5.56,1.5,False,2020-03-23 14:00:00,14,0,False,moyenne,23
271,2025-10-20,2025-10-23,14:30,2025-10-23,20:30,360,2025,10,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,36.9,3.5,6.76,6.0,True,2025-10-23 14:30:00,14,3,False,longue,31
272,2024-01-20,2024-01-23,20:00,2024-01-24,00:00,240,2024,1,Tuesday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,35.2,0.0,5.19,4.0,True,2024-01-23 20:00:00,20,1,False,moyenne,17
273,2023-05-19,2023-05-21,09:00,2023-05-21,13:00,240,2023,5,Sunday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,32.3,1.4,4.58,4.0,True,2023-05-21 09:00:00,9,6,True,moyenne,17
274,2023-09-06,2023-09-06,07:00,2023-09-06,12:00,300,2023,9,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,37.4,1.2,6.48,5.0,True,2023-09-06 07:00:00,7,2,False,longue,13
275,2025-04-30,2025-04-30,07:00,2025-04-30,10:00,180,2025,4,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,38.2,0.0,5.61,3.0,False,2025-04-30 07:00:00,7,2,False,moyenne,31
276,2024-02-08,2024-02-11,10:00,2024-02-11,14:00,240,2024,2,Sunday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.8,0.0,6.79,4.0,True,2024-02-11 10:00:00,10,6,True,moyenne,21
277,2020-05-09,2020-05-09,06:00,2020-05-09,09:00,180,2020,5,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,34.5,0.3,5.35,3.0,False,2020-05-09 06:00:00,6,5,True,moyenne,25
278,2022-03-04,2022-03-05,07:00,2022-03-05,15:00,480,2022,3,Saturday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,travaux,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.8,0.0,5.93,8.0,True,2022-03-05 07:00:00,7,5,True,longue,21
279,2024-07-14,2024-07-17,07:00,2024-07-17,08:30,90,2024,7,Wednesday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,faible,41.4,0.0,5.71,1.5,False,2024-07-17 07:00:00,7,2,False,moyenne,28
280,2026-06-07,2026-06-07,06:00,2026-06-07,10:00,240,2026,6,Sunday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,38.4,1.1,5.71,4.0,True,2026-06-07 06:00:00,6,6,True,moyenne,26
281,2025-12-24,2025-12-26,10:00,2025-12-26,11:00,60,2025,12,Friday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,32.6,0.0,5.51,1.0,False,2025-12-26 10:00:00,10,4,False,courte,23
282,2021-01-26,2021-01-28,10:30,2021-01-28,14:30,240,2021,1,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,34.2,1.3,5.16,4.0,True,2021-01-28 10:30:00,10,3,False,moyenne,25
283,2025-12-12,2025-12-15,12:30,2025-12-15,18:30,360,2025,12,Monday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,29.8,0.0,6.78,6.0,True,2025-12-15 12:30:00,12,0,False,longue,24
284,2021-04-05,2021-04-08,07:00,2021-04-08,08:00,60,2021,4,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,faible,35.7,4.8,6.28,1.0,False,2021-04-08 07:00:00,7,3,False,courte,25
285,2025-08-11,2025-08-13,08:00,2025-08-13,14:00,360,2025,8,Wednesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,surcharge du réseau,terminée,Donnée expérimentale,simulation,,0.2,élevé,30.8,3.1,6.47,6.0,True,2025-08-13 08:00:00,8,2,False,longue,17
286,2023-01-05,2023-01-05,14:00,2023-01-05,15:00,60,2023,1,Thursday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,raccordement nouveaux postes,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,32.9,0.2,5.08,1.0,False,2023-01-05 14:00:00,14,3,False,courte,56
287,2023-06-09,2023-06-09,06:00,2023-06-09,07:30,90,2023,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.7,0.1,6.32,1.5,False,2023-06-09 06:00:00,6,4,False,moyenne,16
288,2020-03-18,2020-03-18,12:00,2020-03-18,17:00,300,2020,3,Wednesday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.9,0.5,5.16,5.0,True,2020-03-18 12:00:00,12,2,False,longue,17
289,2022-11-11,2022-11-13,09:30,2022-11-13,13:30,240,2022,11,Sunday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.9,4.4,6.51,4.0,True,2022-11-13 09:30:00,9,6,True,moyenne,24
290,2020-05-30,2020-06-02,20:00,2020-06-02,22:00,120,2020,6,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,travaux,incident technique,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,36.0,0.0,5.98,2.0,False,2020-06-02 20:00:00,20,1,False,moyenne,9
291,2020-06-03,2020-06-06,07:00,2020-06-06,10:00,180,2020,6,Saturday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,perturbation,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.4,8.7,6.31,3.0,False,2020-06-06 07:00:00,7,5,True,moyenne,21
292,2024-05-06,2024-05-08,08:00,2024-05-08,09:00,60,2024,5,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,41.7,1.7,6.16,1.0,False,2024-05-08 08:00:00,8,2,False,courte,11
293,2024-12-17,2024-12-19,08:00,2024-12-19,14:00,360,2024,12,Thursday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.2,0.0,6.2,6.0,True,2024-12-19 08:00:00,8,3,False,longue,21
294,2020-09-20,2020-09-23,10:00,2020-09-23,13:00,180,2020,9,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.8,0.3,4.77,3.0,False,2020-09-23 10:00:00,10,2,False,moyenne,31
295,2026-06-21,2026-06-23,20:00,2026-06-24,04:00,480,2026,6,Tuesday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.3,5.3,5.86,8.0,True,2026-06-23 20:00:00,20,1,False,longue,56
296,2024-09-24,2024-09-26,14:00,2024-09-26,19:00,300,2024,9,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,30.0,1.2,5.4,5.0,True,2024-09-26 14:00:00,14,3,False,longue,31
297,2024-06-10,2024-06-10,12:30,2024-06-10,17:30,300,2024,6,Monday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,39.2,2.9,6.6,5.0,True,2024-06-10 12:30:00,12,0,False,longue,17
298,2020-04-05,2020-04-06,20:00,2020-04-06,21:30,90,2020,4,Monday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.4,0.0,6.55,1.5,False,2020-04-06 20:00:00,20,0,False,moyenne,23
299,2022-10-09,2022-10-09,07:00,2022-10-09,08:30,90,2022,10,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,39.4,2.3,5.28,1.5,False,2022-10-09 07:00:00,7,6,True,moyenne,25
300,2020-08-28,2020-08-31,12:00,2020-08-31,20:00,480,2020,8,Monday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,29.4,0.0,6.66,8.0,True,2020-08-31 12:00:00,12,0,False,longue,24
301,2020-04-13,2020-04-16,07:00,2020-04-16,15:00,480,2020,4,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,prévue,maintenance programmée,terminée,Donnée expérimentale,simulation,,0.2,élevé,34.7,1.4,5.6,8.0,True,2020-04-16 07:00:00,7,3,False,longue,19
302,2023-03-02,2023-03-04,20:00,2023-03-04,23:00,180,2023,3,Saturday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,37.3,4.7,4.69,3.0,False,2023-03-04 20:00:00,20,5,True,moyenne,23
303,2023-01-31,2023-02-01,14:00,2023-02-01,19:00,300,2023,2,Wednesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.0,4.3,5.8,5.0,True,2023-02-01 14:00:00,14,2,False,longue,19
304,2022-01-03,2022-01-04,06:30,2022-01-04,08:30,120,2022,1,Tuesday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.4,0.0,4.55,2.0,False,2022-01-04 06:30:00,6,1,False,moyenne,24
305,2020-08-08,2020-08-08,12:00,2020-08-08,20:00,480,2020,8,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,29.3,0.0,5.3,8.0,True,2020-08-08 12:00:00,12,5,True,longue,56
306,2025-09-18,2025-09-20,16:00,2025-09-20,21:00,300,2025,9,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,33.0,3.8,4.84,5.0,True,2025-09-20 16:00:00,16,5,True,longue,25
307,2023-08-24,2023-08-26,14:00,2023-08-26,22:00,480,2023,8,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,31.4,1.3,5.53,8.0,True,2023-08-26 14:00:00,14,5,True,longue,56
308,2022-08-23,2022-08-23,14:30,2022-08-23,18:30,240,2022,8,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.0,5.6,5.37,4.0,True,2022-08-23 14:30:00,14,1,False,moyenne,12
309,2025-06-18,2025-06-19,06:30,2025-06-19,08:00,90,2025,6,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,orage ou intempéries,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.7,4.2,6.3,1.5,False,2025-06-19 06:30:00,6,3,False,moyenne,56
310,2022-04-05,2022-04-08,16:00,2022-04-08,17:00,60,2022,4,Friday,après-midi,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,prévue,travaux entretien réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,42.3,0.0,5.68,1.0,False,2022-04-08 16:00:00,16,4,False,courte,6
311,2020-04-10,2020-04-10,06:00,2020-04-10,11:00,300,2020,4,Friday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,31.2,1.7,6.71,5.0,True,2020-04-10 06:00:00,6,4,False,longue,11
312,2026-06-19,2026-06-19,07:00,2026-06-19,13:00,360,2026,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,imprévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,38.5,0.0,5.08,6.0,True,2026-06-19 07:00:00,7,4,False,longue,19
313,2020-06-19,2020-06-19,10:00,2020-06-19,15:00,300,2020,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.5,0.5,5.28,5.0,True,2020-06-19 10:00:00,10,4,False,longue,17
314,2025-02-08,2025-02-11,18:00,2025-02-11,19:30,90,2025,2,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Bendogo,12.373,-1.44,prévue,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,0.0,6.57,1.5,False,2025-02-11 18:00:00,18,1,False,moyenne,6
315,2023-12-11,2023-12-11,16:00,2023-12-11,17:30,90,2023,12,Monday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,31.9,0.0,4.84,1.5,False,2023-12-11 16:00:00,16,0,False,moyenne,56
316,2021-02-01,2021-02-02,16:30,2021-02-03,00:30,480,2021,2,Tuesday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,perturbation,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,31.0,0.0,6.42,8.0,True,2021-02-02 16:30:00,16,1,False,longue,56
317,2024-07-20,2024-07-21,10:00,2024-07-21,12:00,120,2024,7,Sunday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,34.8,3.1,5.88,2.0,False,2024-07-21 10:00:00,10,6,True,moyenne,21
318,2024-11-29,2024-12-01,08:30,2024-12-01,11:30,180,2024,12,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,30.9,0.4,6.47,3.0,False,2024-12-01 08:30:00,8,6,True,moyenne,56
319,2022-04-15,2022-04-17,12:00,2022-04-17,14:00,120,2022,4,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,40.1,0.0,4.54,2.0,False,2022-04-17 12:00:00,12,6,True,moyenne,31
320,2026-03-21,2026-03-21,12:00,2026-03-21,17:00,300,2026,3,Saturday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,35.3,0.0,6.26,5.0,True,2026-03-21 12:00:00,12,5,True,longue,16
321,2025-06-08,2025-06-10,18:00,2025-06-10,22:00,240,2025,6,Tuesday,soir,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,29.7,0.0,6.75,4.0,True,2025-06-10 18:00:00,18,1,False,moyenne,56
